prefecture,name,address,landmark
東京都,第4緑武(ケーグイエ),東京都西多摩郡奥多摩町,奥多摩湖(小河内ダム)の湖底
東京都,第7赤鳳(ヨエナル),太平洋(小笠原諸島姉島から南南西に約300km沖合),
東京都,第3赤武(セレウヒルン),太平洋(伊豆大島から真南に約10km沖合),
東京都,第6黒龍(ワオイネオン),東京都目黒区下目黒3丁目,「(目黒区)大鳥神社」の本殿右側の四つの石碑の一つ(字が刻まれている最初の石碑)に龍管が入力され、神社正面左側の社務所に魔界ナグが開いている。
神奈川県,第2金龍(ニウウリルケ),神奈川県鎌倉市材木座,天照山光明寺(浄土真宗)境内の池
神奈川県,第8金龍(ケーオヤイル),神奈川県三浦市三崎町城ヶ島,城ヶ島の半島先端の岩場(安房崎灯台の先三つ目の岩)
神奈川県,第7群青鳳(ホアンナイギ),神奈川県高座郡寒川町宮山,寒川神社の神嶽山神苑の難波の小池
神奈川県,第9青武(クエ),神奈川県足柄下郡真鶴町,真鶴半島先端の三ツ石の岩場
神奈川県,第5緑龍(フォルホゲイ),神奈川県藤沢市江の島,江島神社(辺津宮)の銭洗いの龍神池
神奈川県,第6橙麟(ルーキケヨル),神奈川県足柄下郡箱根町,箱根山(1438m)・芦ノ湖
神奈川県,第3赤鳳(ヨオエオオル),太平洋・相模湾(神奈川県小田原市の約3km沖合),
神奈川県,第5赤鳳(ヨケルエピル),神奈川県横浜市南区大岡(横浜国立大付属中学の前の通り),
神奈川県,第1赤武(シエオアブン),神奈川県足柄上郡北町(丹沢湖の中に入力),
神奈川県,第5黒武(チリヌ),神奈川県伊勢原市大山,「大山阿夫利(あふり)神社」の下社の獅子山に龍管が入力して、また魔界ナグも下社の天満宮の社に開いている。
新潟県,第6白鳳(ロメネユレン),新潟県妙高市,妙高山(2454m)中央火山丘と外輪山の間(北側)
新潟県,第5白銀龍(ゼデワナズギ),新潟県東蒲原郡阿賀町七名,たきがしら湿原の旧湿地帯
新潟県,第1銀鳳(エグイケヘル),新潟県西蒲原郡弥彦村弥彦,弥彦山(634m)山頂(弥彦神社御神廟)
新潟県,第8紫龍(ルイエオーエ),新潟県村上市岩ケ崎,多岐神社海岸線の滝
新潟県,第4紫鳳(ヒオゲヌビル),新潟県魚沼市字津野,奥只見湖の中(十二山神社の側)
新潟県,第4青麟(ケールイ),新潟県佐渡市鷲崎,佐渡の弾埼岬の海岸淵
新潟県,第1青武(テフオニーレ),新潟県新潟市西浦区角田浜,判官舟かくしの海岸岩場(角田灯台)
新潟県,第6緑龍(フエオゲ),新潟県上越市本城町,高田城郭の内水濠(北側のお堀)
新潟県,第6緑武(アキイヌイ),新潟県阿賀野市水原,瓢湖(ひょうこ)
新潟県,第6黄麟(カエコケゲル),新潟県十日町市小出,清津峡の柱状節理の近辺
新潟県,第3赤麟(ヘーオガエ),日本海(佐渡の弾埼岬から真北に約60km沖合),
新潟県,第2黒鳳(セイリケイ),新潟県魚沼市奥只見湖,「(大福銀山)十二山神社」の坑道跡の岩室の中に龍管が入力し、また神社の敷地の横の石碑(石碑の底部の岩倉)に魔界ナグが開いている。
富山県,第7白麟(ネケコ・ナゲ),富山県黒部市黒部川中流,黒部渓谷の下廊下(白竜峡)
富山県,第7白銀麟(クエオアオイ),富山県富山市,北アルプス薬師岳(2926m)の山頂
富山県,第7群青麟(クウイケーオ),富山県高岡市古城,射水神社(高岡古城公園の水濠)
富山県,第5群青鳳(ダエギイール),富山県南砺市桂,桂湖(境川ダム)の南端部の支流合流点付近
富山県,第2緑鳳(ヘオウル),富山県中新川郡立山町室堂,ミクリガ池(2405m) 立山連峰
富山県,第4黄麟(ケイラエナ),富山県黒部市宇奈月温泉奥山,猿飛峡(欅平駅から遊歩道の終点付近)
富山県,第4橙麟(レキエヌエリ),富山県中新川郡立山町,大日連峰の大日岳(2501m)
富山県,第2橙武(レーヌヨエル),富山県富山市(岐阜県飛騨市),白木峰(しらきがみね: 1596m)
富山県,第8黒武(ツイオ),富山県中新川郡立山町伊勢屋,「伊勢屋神明社」の御神木の巨大杉に龍管が入力しており、本殿の中に魔界ナグが開いている。
石川県,第2白銀龍(デシトヌエオ),石川県白山市下吉谷町,綿ケ滝(わたがたき)の滝壺
石川県,第6白銀武(ハエル・フイ),石川県金沢市兼六町,兼六園(霞ケ池)
石川県,第7銀龍(フナゲエビア),石川県輪島市沖合北西220km,日本海の海底鍾乳洞(海面下400m)大和堆中央
石川県,第9銀武(フエフエオヤ),石川県珠洲市,能登半島珠洲岬(金剛崎)聖域の岬
石川県,第7紫鳳(ボイヌケルン),石川県白山市三宮町,白山比咩(ひめ)神社の境内の龍神池： 【ヤエゲリア龍神】
石川県,第6緑麟(ロエジユエネ),石川県加賀市大聖寺神明町,全昌寺の井戸
石川県,第5黒鳳(ソイル),石川県金沢市石引,「石川護国神社」の境内の願掛けの五葉松に龍管が入力し、また魔界ナグは神社の拝殿内に開いている。
福井県,第5銀麟(コイヒケオル),福井県大野市長野,九頭竜湖の中央南岸部(県道230号線側)
福井県,第3紫麟(ケーヌチオ),福井県大野市篠座,篠座(しのくら)神社の天女ヶ池(御霊水場)
福井県,第4群青麟(ユイエバグエ),福井県敦賀市曙町,氣比神宮の境内の神水苑
福井県,第9青龍(ギア・ナイル),福井県丹生郡越前町血ヶ平,越前海岸の岩場
福井県,第5青武(チエイル),福井県敦賀市白木,門ヶ崎の突端の岩場
福井県,第4橙武(レイネヒエン),福井県大野市(石川県白石市),赤兎山(1628m)・赤池湿原
山梨県,第9白鳳(ピムデブケガ),山梨県南アルプス市,明石山脈北岳(3193m)山頂
山梨県,第5白銀鳳(ベーテカ),山梨県南巨摩郡早川町,農鳥岳(3026m)の山頂
山梨県,第2白銀武(フェケイ),山梨県南都留郡山中湖村,山中湖(富士五湖)湖岸(鯨の腹部)から200m沖
山梨県,第7銀麟(フク・ヨエイ),山梨県甲府市御岳町,昇仙峡(仙娥滝付近) 金櫻神社
山梨県,第7紫武(ナナ・ヤイギ),山梨県富士吉田市小明見,小明見(富士浅間神社)の龍池
山梨県,第2緑麟(レーヨヒルン),山梨県南都留郡富士河口湖町,精進湖(富士五湖の一つ)の北西湖岸
山梨県,第4黄鳳(ツエケオゲイ),山梨県山梨市三富上釜口,西沢渓谷の七つ釜五段の滝の真ん中の滝壺
山梨県,第5橙龍(ナケエグオ),山梨県南巨摩郡(静岡県静岡市),明石山脈(白峰領) 布引山(2583m)
山梨県,第5橙鳳(ネオルエオ),山梨県北杜市(長野県伊那市),明石山脈の栗沢山(2714m)
山梨県,第3橙武(ルエカナ),山梨県南巨摩郡,七面山(1989m)
山梨県,第3赤龍(ビエゲバ),山梨県都留市田野倉,
山梨県,第2赤鳳(ヤ・ヌエオオ),山梨県南巨摩郡早川町(南アルプスの山中),
長野県,第7白龍(ユボキ・エネ),長野県茅野市霧ヶ峰,霧ヶ峰八島ヶ原(ハットオガハラ)湿原
長野県,第1白麟(ゾコケウエオ),長野県松本市安曇上高地,大正池(梓川の源流点)
長野県,第3白麟(ウマバワウル),長野県松本市安曇鈴蘭,乗鞍岳山頂(3025m)
長野県,第2白鳳(バイギエウル),長野県北安曇郡小谷村,雨飾山(1963m)の荒菅沢の布団菱
長野県,第1白銀麟(ワウルサンカ),長野県茅野市(山梨県北杜市),八ヶ岳(赤岳: 2899m)の山頂(石碑周辺)
長野県,第9銀麟(ゲイケネール),長野県松本市(大町市),槍ヶ岳(3180m)山頂
長野県,第6金麟(リエルゲゲゾ),長野県栄村雑魚川,奥志賀高原大滝(おおぜん: 35m)の滝壺
長野県,第3金鳳(ヘーオギオ),長野県高井郡山ノ内町平隠,志賀高原焼額山(2009m)山頂の稚児池
長野県,第6金武(ゼグゼコ),長野県下伊那郡天龍村,天竜川渓谷(秋葉ダムと船明ダムの間)
長野県,第6紫麟(ハオキニエン),長野県長野市長野元善町,善光寺境内の放生池
長野県,第8群青龍(フイイハエイ),長野県南佐久郡佐久穂町,古谷渓谷の乙女の滝の滝壺
長野県,第5群青武(ハイルルニイ),長野県長野市戸隠,飯綱山(1917m)の山頂
長野県,第8群青武( ヘーガヌルエ),長野県諏訪市中洲宮町,諏訪大社(諏訪湖龍神の宿場)
長野県,第9緑龍(ヘオキバ),長野県上水内郡信濃町,野尻湖の南湖畔
長野県,第1緑鳳(ユエハエギン),長野県南佐久郡小梅町,松原湖沼群の中の猪名(いな)湖
長野県,第9黄龍(フゲエスイ),長野県木曽郡大桑村大字野尻,阿寺(あてら)渓谷の牛ヶ淵
長野県,第1黄武(ルイゴウエリ),長野県南佐久郡南牧村海尻,湯川渓谷の氷瀑布(最大瀑布の付近)
長野県,第2橙龍(ネーレヒエル),長野県伊那市,南アルプスの塩見岳(3047m)
長野県,第9橙武(ルオラフエ),長野県上伊那郡飯島町,木曽山脈の越百(こすも)山(2614m)
長野県,第4赤麟(サエアン),長野県下伊那郡豊丘村,
長野県,第7黒鳳(セオン),長野県北安曇郡白馬村大字北城,「伝行山(でんぎょうざん)下堂(しもんどう)神社」の庚申殿の横の枝垂れ桜に龍管が入力し、本殿(秋葉様)の社に魔界ナグが開いている。
岐阜県,第3白鳳(ロゾケヂヨ・エゾ),岐阜県大野郡白川村,白水湖(大白川ダム)の白水滝(72m)の滝壺
岐阜県,第6白武(アタギシオナ),岐阜県高山市,飛騨山脈穂高岳(3190m)の山頂： 【ヤエゲリア龍神】
岐阜県,第2白銀麟(フエオフイエ),岐阜県下呂市金山町弓掛,東仙峡金山湖(弓掛川サイドの湖上部)
岐阜県,第6紫龍(ナイオクフ),岐阜県郡上市八幡町那比,那比(なび)本宮神社境内の川
岐阜県,第5紫鳳(ヒエオベ),岐阜県下呂市萩原町上呂,久津(くず)八幡宮の地下の温泉溜まり
岐阜県,第3群青龍(フエゲイエゲ),岐阜県美濃市須原,洲原(すはら)神社の神岩(長良川の小島)
岐阜県,第3群青鳳(パエルヤ),岐阜県中津川市付知,付知(つけち)峡不動滝の滝壺
岐阜県,第8緑鳳(ヨエーイ),岐阜県下呂市金山町卯野原,東仙峡金山湖の上流部
岐阜県,第8緑武(ゲギエヌエネ),岐阜県山県市長滝,伊自良湖(人工溜池)
岐阜県,第1黄鳳(ヅエギグール),岐阜県関市板取杉原,川浦(かおれ)渓谷の休憩所の谷間付近
静岡県,第7白銀龍(クエギヤオル),静岡県賀茂郡河津町梨本,初景滝(七滝)の滝壺
静岡県,第4白銀武(ビアケ・リブ),静岡県賀茂郡南伊豆町,石廊崎の突端部
静岡県,第4銀麟(ギーギビレゾ),静岡県周智郡森町,小國神社の事待池
静岡県,第7金龍(ヌキグ・ガゴ),静岡県静岡市葵区(長野県),南アルプス聖岳(3013m)の山頂： 【ヤエゲリア龍神】
静岡県,第2群青鳳(ナイクアキエ),静岡県浜松市天竜龍山町大嶺,白倉(しらくら)峡(エメラルド・グリーンの滝壺)
静岡県,第3群青武(ヘルオルエナ),静岡県裾野市御宿,影ヶ島渓谷の屏風岩
静岡県,第7群青武(ヒーブルイ),静岡県伊東市富戸,城ヶ崎海岸の突端部
静岡県,第9緑麟(リエエオオン),静岡県榛原郡川根本町大井川ダム,接岨湖(せっそこ)の峡谷口
静岡県,第8黄鳳(テイグリーヌ),静岡県富士宮市上井出,白糸の滝の滝壺
静岡県,第1赤鳳(ユイリウイル),静岡県伊豆市地蔵堂(伊豆ハイツゴルフ場内),
静岡県,第8黒麟(ルイク),静岡県富士市本市場,「(米之宮)浅間(せんげん)神社」境内の御神木(夫婦木)に龍管が入力し、本殿の御身体に魔界ナグが開いている。
愛知県,第8白麟(ケイエ・ネイ),愛知県北設楽郡豊根村,茶臼山の山頂(1416m)
愛知県,第7白銀鳳(ヤイヨエズロ),愛知県知多郡南知多町,羽豆岬灯台の下の岩場
愛知県,第8銀鳳(ニエゲール),愛知県一宮市真清田,眞清田神社の境内の神池
愛知県,第9紫龍(ハイネオキケ),愛知県北設楽郡東栄町,槻(つき)神社の下の沢
愛知県,第9青鳳(ピグアオイ),愛知県田原市伊良湖町古山,伊良湖岬(灯台)の海岸の岩場
愛知県,第3黄麟(ケイケイール),愛知県豊田市和合町,羽左(はざ)の窪(くぼ)峡
愛知県,第5黄武(リーウネガ),愛知県豊田市大滝町與市田,大滝渓谷の王滝橋の近辺
愛知県,第2黒麟(レエケエフ),愛知県犬山市字宮山,「大縣(おおあがた)神社」の姫石に龍管が入力し、また姫の宮の中心部に魔界ナグが開いている。
三重県,第8白銀麟(ケゴオヌセガ),三重県伊勢市宇治館町,伊勢神宮の内宮池
三重県,第9銀龍(ベウキニエレ),三重県伊勢市宮後１丁目,伊勢神宮「月夜見宮（豊受大神宮別宮）」創造主セザナ神の本殿(返り御霊所在地)、本殿手前の一番大きな杉の巨木に龍管が入力している。
三重県,第3金龍(クキイナオゴ),三重県伊賀市新堂,神明(しんめい)神社の境内
三重県,第4金武(ヘイルエエン),三重県度会郡大紀町滝原,皇大神宮別宮(瀧原宮: 若宮神社の本殿:水神)
三重県,第9紫麟(ヘウエキルン),三重県志摩市磯部町迫間,皇大神宮(伊雑宮: いざわのみや)の池
三重県,第6群青麟(ヨエイアオイ),三重県度会郡大紀町滝原,瀧原宮(たきはらのみや)の境内の小川
三重県,第9青麟(ヨエヨイール),三重県志摩市大王町波切,大王埼岬海岸の岩場
三重県,第3黄武(ルエルクイン),三重県多気郡大台町大杉,桧原川流域の崩壊地(台風被害の渓谷)
三重県,第9黒麟(ロキーナエル),三重県伊勢市宮後１丁目,「(伊勢神宮別宮)月夜見宮（豊受大神宮別宮）」創造主セザナ神の本殿(返り御霊所在地)、本殿に龍管が入力し、魔界ナグは本殿の御霊の中に開いている。： 【ヤエゲリア龍神】
滋賀県,第8金鳳(ヤイルエール),滋賀県近江八幡市加茂町,琵琶湖賀茂神社の湖畔
京都府,第2白麟(キエオブエオ),京都市右京区京北細野町,芦見谷川渓谷(地蔵山と竜ヶ岳の境)
京都府,第1白銀鳳(ナエコフルン),京都市左京区岡崎西天王町,平安神宮東神苑の栖鳳池
京都府,第5銀武(ブオルケルン),京都市伏見区深草藪之内町,伏見稲荷大社の周辺の谺(こだま)ヶ池
京都府,第5金麟(ビオヨリボ),京都府宮津市宮津湾,天橋立の磯清水(砂嘴の井戸)の中
京都府,第2紫龍(ヌエルヤエイ),京都府京都市左京区下鴨泉川町,下鴨神社の御手洗社
京都府,第1紫鳳(ベイルルイン),京都府京都市上京区京都御苑,京都御所内の御内庭の池(反橋付近)
京都府,第2紫武(ニエリグエゴ),京都府京都市東山区祇園町,八坂神社の御神水(龍穴)
京都府,第1群青龍(アイソウレ),京都府京都市上京区馬喰町,北野天満宮のもみじ苑(天神川)
京都府,第9群青武(ハオイキーリ),京都府京都市左京区鞍馬本町,鞍馬寺の息つぎの清水(奥の院は魔界ナグ)
京都府,第1青龍(ヌーレヨイゴ),京都府京丹後市丹後町袖志,経ヶ岬(きょうがみさき)突端の岩場
京都府,第8緑龍(クエケオル),京都府京都市北区,金閣寺の鏡湖池
京都府,第4緑麟(レリノ・ヌイ),京都府京都市左京区大原勝林院町,宝泉院(鶴亀庭園の池)
京都府,第7橙武(ルイケヒオリ),京都府南丹市(京丹波町),長老ヶ岳(959m)
京都府,第4赤龍(ルーオイ),日本海(経ヶ崎岬から真北に約220km沖合),
京都府,第6黒麟(リニル),京都府京都市東山区粟田口鍛治町,「粟田(あわだ)神社」境内の吉兵衛神社の土地の守り石に龍管が入力し、また太郎兵衛神社の社に魔界ナグが開いている。
大阪府,第8白銀龍(ピアゲイ),大阪府泉南郡熊取町久保,永楽ダム湖見出川の源流点
大阪府,第2金麟(ヒエオヨエル),大阪府豊能郡能勢町天王,深山(791m)の深山神社
大阪府,第5紫麟(クイピキオエ),大阪府大阪市住吉区住吉,住吉大社の池(太鼓橋から北側)
大阪府,第2群青麟(ナリウケイエ),大阪府東大阪市東石切町,石切剣箭(つるぎや)神社の池
大阪府,第2黄鳳(テイゲー),大阪府高槻市大字原地内,摂津峡の八畳岩と第二キャンプ場の間付近
大阪府,第7黒麟(ウケエ),大阪府大阪市中央区大阪城内,「豊國(ほうこく)神社」境内の石庭の中の一番大きな庭石に龍管が入力し、本殿(拝殿)の御身体に魔界ナグが開いている。
兵庫県,第8白龍(ニウグネキゲ),兵庫県神戸市東灘区六甲山,六甲山最高峰の山頂岩倉(931m)
兵庫県,第8銀武(ニーケ・ガク),兵庫県養父市大屋町,天滝渓谷(滝から600m下流域)
兵庫県,第7金武(ヌエガエグ),兵庫県豊岡市瀬戸,西刀(せと)神社の本殿(岬の突端)
兵庫県,第6紫武(ジゲエギール),兵庫県西宮市社家町,えびす宮総本社(西宮神社)の神水滝
兵庫県,第5群青龍(ダエキケイケ),兵庫県姫路市総社本町,射楯兵主(いたてひょうず)神社の地下水
兵庫県,第6青武(テケエグエル),兵庫県美方郡香美町香住区沖浦,大引の鼻海岸線の岩場
兵庫県,第4黄龍(ヘキケー),兵庫県豊岡市日高町羽尻,阿瀬渓谷(坐禅の滝の滝壺)
兵庫県,第3橙鳳(ノヒルヌリヌ),兵庫県姫路市,雪彦(せっぴこ)山(915m)
兵庫県,第2赤龍(ルエイニオル),兵庫県姫路市夢前町,
兵庫県,第1黒鳳(ズイヨケオン),兵庫県淡路市柳澤乙,「岩上神社」の巨石(神籠石: ひもろぎいし)に龍管が入力しており、朱塗りの本殿に魔界ナグが開いている。
奈良県,第2白龍(ツフヌ・ヨネ),奈良県吉野郡十津川村,玉置山の枕状溶岩群
奈良県,第1銀龍(ジャンバラ),奈良県桜井市三輪,三輪山(大神神社)山頂の岩座
奈良県,第8銀龍(ガイエケ),奈良県奈良市春日野町,春日大社の舞殿(直会殿)の広場
奈良県,第2金鳳(ヒケエヘーヌ),奈良県吉野郡東吉野村,丹生川上神社(にうかわかみ)中社の東の滝の滝壺
奈良県,第2群青武(フナニ・ガリ),奈良県橿原市久米町,橿原神宮の境内南の深田池
奈良県,第2緑龍(フエ・ルクゴ),奈良県山辺郡山添村字桐山,布目湖南岸の湖底
奈良県,第7黄鳳(ゲイヌ),奈良県吉野郡天川村字北角,御手洗(みたらい)渓谷の下流の大岩付近
奈良県,第1橙麟(リエオヌエル),奈良県吉野郡天川村,大峰山脈の三上(さんじょう)ヶ岳(1719m)
奈良県,第2橙鳳(ネイグビル),奈良県野迫川村(十津川村),伯母子(おばこ)岳(1344m)
奈良県,第3黒龍(ケイキオ),奈良県御所市大字森脇,「葛城座一言主(かつらぎにいますひとことぬし)神社」の拝殿前のイチョウの古木(乳銀杏)に龍管が入力し、魔界ナグは古木の真正面から直ぐ右横に御縄で囲われた一角に開いている。
和歌山県,第7白鳳(スウニブオン),和歌山県那智勝浦町,那智の大滝(133m)の滝壺
和歌山県,第8銀麟(ギエクビ),和歌山県田辺市龍神村龍神,熊野古道(紀伊路)の日高川付近
和歌山県,第2銀鳳(ハニーユルン),和歌山県田辺市本宮町本宮,熊野本宮大社(熊野古道・小辺路の途中)
和歌山県,第4紫武(ギエオガ),和歌山県伊都郡高野町,高野山奥の院の川(他に魔界ナグが二箇所)
和歌山県,第5青龍(ヒエグブルン),和歌山県東牟婁郡串本町潮岬,潮岬(しおのみさき)突端の岩場
和歌山県,第6青鳳(ユエケナリブ),和歌山県和歌山市友ヶ島深山,友ヶ島の西海岸(アメダスの向いの海岸)
和歌山県,第7赤龍(ロロイキイ),和歌山県海草郡紀美野町,
鳥取県,第7白銀武(ヘオケ・ヘウ),鳥取県大山町(琴浦町),大山(1729m)第2峰の弥山(1709m)山頂
鳥取県,第5群青麟(エイエア),鳥取県日野郡日南町湯河,道後山(1269m)の山頂沼
鳥取県,第5黄鳳(テウエニイ),鳥取県鳥取市用瀬町赤波,赤波川甌穴群渓谷のラビエ状甌穴領域
鳥取県,第7赤麟(ホイエゲ),鳥取県鳥取市副部町八重原,
鳥取県,第2黒武(ツイン),鳥取県日野郡日南町宮内,「樂樂福(ささふく)神社」の白蛇神の社に龍管が入力されており、また本殿内部に魔界ナグが開いている。
島根県,第6銀麟(ウケハエブ),島根県出雲市大社町杵築,出雲大社 境内中央部(大国主尊石像)： 【ヤエゲリア龍神】
島根県,第7緑武(ケールニーエ),島根県雲南市掛合町松笠,龍頭(りゅうず)ヶ滝(雄滝)の滝壺
島根県,第9黄鳳(テーゴイエル),島根県仁多郡奥出雲町三成,鬼の舌震(したぶるい)渓谷(恋の吊り橋上流部)
島根県,第3黒武(テオイエ),島根県邑智郡邑南町戸河内,「大所幸神社」の社に魔界ナグが開いているものの、肝心の龍管の入力場所は県境を超えて広島県側の神社サイドに有ります。その住所は「広島県安芸高田市美土里町生田」であり、神社名は「 大所大歳神社 」であって、その社(やしろ)の周辺の木に龍管が入力しています。この様な場合、願い事をする際には島根県側の本殿の方で行う必要があります。
岡山県,第9白武(グウイ・クオ),岡山県真庭市蒜山,山乗渓谷の不動滝(20m)の滝壺
岡山県,第2白銀鳳(ゲコムゼ),岡山県岡山市北区,岡山城の内堀
岡山県,第1群青麟(ハエイクエウ),岡山県倉敷市林,日本第一熊野神社の行者池
岡山県,第7橙龍(ヌエガイレ),岡山県真庭市(鳥取県江府町),擬宝珠(ぎぼし)山(1110m)
岡山県,第1黒龍(ワエイフオナ),岡山県真庭市木山,「木山神社」の三ノ鳥居の左横の太鼓殿に龍管が入力しており、また魔界ナグは本殿正面右横(本殿の稲荷神社の真ん中)の天満宮の御神体の中に開いている。
広島県,第8白鳳(ビネグイワ・ビア),広島県安芸太田町,恐羅漢山(1346m)奥三段狭の上の岩壁
広島県,第1金龍(ギャンバラ),広島県廿日市市宮島町,大願寺境内(厳島神社の隣)の手前の龍神池
広島県,第1群青武(モアロタラス),広島県竹原市田ノ浦,礒宮八幡神社の忠孝岩の池
広島県,第5緑鳳(ヤイガイーア),広島県神石郡神石高原町永野,神龍湖の湖底(帝釈峡)
広島県,第5黄龍(フエケール),広島県山県郡安芸太田町柴木,三段峡(黒淵)
広島県,第6橙鳳(ヌフルケルン),広島県安芸太田町(島根県益田市),旧羅漢山(1334m)
広島県,第4黒麟(レオニエイ),広島県三原市中之町,「賀羅加波(からかわ)神社」の御神木である大イチョウに龍管が入力し、更に社殿の左手に境内社が三つあるが、その中の名無しの社殿に魔界ナグが開いている。
山口県,第3銀武(ラクコゼ),山口県下関市一の宮住吉,長門國住吉神社の旧跡地
山口県,第5紫龍(グアコヒール),山口県山口市滝町,山口大神宮(内宮: 西のお伊勢様)の池
山口県,第3紫鳳(ホエイン),山口県長門市油谷津黄,元乃隅(もとのすみ)神社の潮吹き岬の突端： 【ヤエゲリア龍神】
山口県,第8青龍(ヘエエヒアル),山口県下関市彦島田,金ノ弦(かねのつる)岬の灯台の岩場
山口県,第3青麟(クアケアギゼ),山口県長門市油谷向津具下油谷,俵島の柱状節理海岸
山口県,第9黄麟(コエギケーナ),山口県岩国市錦町宇佐,寂地(じゃくち)峡の龍頭の滝
山口県,第5橙武(レオイオエ),山口県山口市(島根県津和野町),十種(とくさ)ヶ峰(989m)
山口県,第9黒武(ツルギ),山口県下松市吉原,「降松(くだまつ)神社」の拝殿正面の左側の木(灯籠の隣)に龍管が入力しており、また魔界ナグは本殿の中に開いている。
徳島県,第3白銀龍(プエキリア・グオ),徳島県那賀郡那賀町沢谷,山系中腹の岩峰群の龍神岩
徳島県,第5白銀麟(グエオケキア),徳島県勝浦郡上勝町生実,殿川内(とのかわち)渓谷(百間滝の500m上流部)
徳島県,第9金鳳(フーキヌオエ),徳島県名西郡神山町神領,大粟山山頂(上一宮大粟神社)
徳島県,第4群青武(フエオラリガ),徳島県三好市山城町上名,大歩危(おおぼけ)峡(大歩危エメラルド)
徳島県,第7橙鳳(ネオアヒン),徳島県美馬市,八面山(やつらさん: 1312m)
徳島県,第8黒龍(ホエルケ),徳島県三好市東祖谷菅生,「劔(つるぎ)神社」の剣山登山口の最初の鳥居(鉄製)の右横に建てられた三個の石碑の中の一番古い端の石碑に龍管が入力し、また魔界ナグは神社本殿の御神体の背後に開いている。
香川県,第9白龍(コムニレギ・ピネ),香川県坂出市五色台,五色台の法印池
香川県,第3金麟(ケイキブルオ),香川県小豆郡小豆島町神懸通,小豆島の寒霞(かんか)渓谷の錦屏風
香川県,第8紫麟(ビアノヤイエ),香川県三豊市三野町大見,津島神社(陸から250mの小島に在る神社)
香川県,第3青鳳(ユルヒアヌフ),香川県高松市庵治町竹居,竹居岬の突端の岩場(四国最北端)
香川県,第5赤麟(ヘーケル),瀬戸内海(香川県大槌島),
愛媛県,第8白武(ヨエアエエ・オオ),愛媛県上浮穴郡久万高原町,四国カルスト五段高原地下の鍾乳洞内部(地下200m)
愛媛県,第3銀鳳(フニネグエン),愛媛県西条市,石鎚山(南先鋒1982m)山頂(石鎚神社山頂社)
